sample_barcode,cg13601799,cg08047457,cg19531713,patient_id,brca1_promoter_mean
TCGA-C5-A1M7-01,0.0488,0.04017,0.06697,TCGA-C5-A1M7,0.05198
TCGA-C5-A1M8-01,0.02398,0.03151,0.05918,TCGA-C5-A1M8,0.03822333333333334
TCGA-C5-A1M9-01,0.02432,0.04238,0.08419,TCGA-C5-A1M9,0.05029666666666668
TCGA-C5-A1ME-01,0.2083,0.4636,0.04432,TCGA-C5-A1ME,0.23874000000000004
TCGA-C5-A1MF-01,0.02963,0.03966,0.06483,TCGA-C5-A1MF,0.04470666666666667
TCGA-C5-A1MH-01,0.02786,0.04819,0.05197,TCGA-C5-A1MH,0.042673333333333334
TCGA-C5-A1MI-01,0.02219,0.04654,0.09981,TCGA-C5-A1MI,0.05618
TCGA-C5-A1MJ-01,0.1538,0.03174,0.04206,TCGA-C5-A1MJ,0.07586666666666665
TCGA-C5-A1MK-01,0.03409,0.03747,0.0875,TCGA-C5-A1MK,0.053020000000000005
TCGA-C5-A1ML-01,0.02288,0.03134,0.04707,TCGA-C5-A1ML,0.03376333333333333
TCGA-C5-A1MN-01,0.02815,0.03075,0.06747,TCGA-C5-A1MN,0.04212333333333334
TCGA-C5-A1MP-01,0.02139,0.04238,0.07142,TCGA-C5-A1MP,0.04506333333333332
TCGA-C5-A1MQ-01,0.03884,0.2616,0.07011,TCGA-C5-A1MQ,0.12351666666666666
TCGA-C5-A2LS-01,0.02268,0.03895,0.1013,TCGA-C5-A2LS,0.05431
TCGA-C5-A2LT-01,0.01612,0.03041,0.08327,TCGA-C5-A2LT,0.04326666666666667
TCGA-C5-A2LV-01,0.01726,0.03125,0.08697,TCGA-C5-A2LV,0.04516
TCGA-C5-A2LX-01,0.01822,0.03572,0.08508,TCGA-C5-A2LX,0.04634
TCGA-C5-A2LY-01,0.01777,0.03291,0.0975,TCGA-C5-A2LY,0.04939333333333334
TCGA-C5-A2LZ-01,0.02201,0.03167,0.07332,TCGA-C5-A2LZ,0.042333333333333334
TCGA-C5-A2M1-01,0.02256,0.03712,0.09596,TCGA-C5-A2M1,0.05188
TCGA-C5-A2M2-01,0.01398,0.03299,0.06937,TCGA-C5-A2M2,0.03878
TCGA-C5-A3HD-01,0.01958,0.02433,0.08215,TCGA-C5-A3HD,0.04202
TCGA-C5-A3HE-01,0.02365,0.03205,0.09905,TCGA-C5-A3HE,0.051583333333333335
TCGA-C5-A3HF-01,0.01898,0.03453,0.0841,TCGA-C5-A3HF,0.04587
TCGA-C5-A3HL-01,0.01871,0.04095,0.08978,TCGA-C5-A3HL,0.04981333333333334
TCGA-C5-A7CG-01,0.01537,0.03406,0.07505,TCGA-C5-A7CG,0.04149333333333333
TCGA-C5-A7CH-01,0.03465,0.03251,0.04562,TCGA-C5-A7CH,0.03759333333333333
TCGA-C5-A7CJ-01,0.01425,0.02576,0.06308,TCGA-C5-A7CJ,0.034363333333333336
TCGA-C5-A7CK-01,0.01512,0.02917,0.09027,TCGA-C5-A7CK,0.044853333333333335
TCGA-C5-A7CL-01,0.01314,0.52,0.05513,TCGA-C5-A7CL,0.19609000000000001
TCGA-C5-A7CM-01,0.02494,0.02762,0.0653,TCGA-C5-A7CM,0.039286666666666664
TCGA-C5-A7CO-01,0.02573,0.03452,0.06707,TCGA-C5-A7CO,0.04244
TCGA-C5-A7UC-01,0.02313,0.04319,0.05342,TCGA-C5-A7UC,0.039913333333333335
TCGA-C5-A7UE-01,0.03622,0.041,0.04693,TCGA-C5-A7UE,0.041383333333333334
TCGA-C5-A7UH-01,0.02364,0.04061,0.05782,TCGA-C5-A7UH,0.040690000000000004
TCGA-C5-A7UI-01,0.02809,0.02714,0.04603,TCGA-C5-A7UI,0.03375333333333334
TCGA-C5-A7X3-01,0.08762,0.0444,0.04959,TCGA-C5-A7X3,0.06053666666666666
TCGA-C5-A7X5-01,0.03429,0.03524,0.06545,TCGA-C5-A7X5,0.04499333333333333
TCGA-C5-A7X8-01,0.02432,0.6384,0.0449,TCGA-C5-A7X8,0.23587333333333335
TCGA-C5-A7XC-01,0.01555,0.049,0.04037,TCGA-C5-A7XC,0.034973333333333335
TCGA-C5-A8XH-01,0.01909,0.03668,0.0485,TCGA-C5-A8XH,0.034756666666666665
TCGA-C5-A8XI-01,0.02355,0.03951,0.04138,TCGA-C5-A8XI,0.034813333333333335
TCGA-C5-A8XJ-01,0.01638,0.02718,0.05281,TCGA-C5-A8XJ,0.03212333333333334
TCGA-C5-A8XK-01,0.01599,0.02093,0.04395,TCGA-C5-A8XK,0.026956666666666667
TCGA-C5-A8YQ-01,0.5824,0.03044,0.0369,TCGA-C5-A8YQ,0.21658000000000002
TCGA-C5-A8YR-01,0.01593,0.03387,0.05068,TCGA-C5-A8YR,0.03349333333333333
TCGA-C5-A8YT-01,0.01941,0.3341,0.0449,TCGA-C5-A8YT,0.13280333333333333
TCGA-C5-A8ZZ-01,0.01651,0.01972,0.03814,TCGA-C5-A8ZZ,0.024789999999999996
TCGA-C5-A901-01,0.01984,0.03275,0.04447,TCGA-C5-A901,0.03235333333333334
TCGA-C5-A902-01,0.02933,0.02685,0.04018,TCGA-C5-A902,0.03212
TCGA-C5-A905-01,0.01682,0.02451,0.04974,TCGA-C5-A905,0.03035666666666667
TCGA-C5-A907-01,0.01981,0.02159,0.04227,TCGA-C5-A907,0.02789
TCGA-DG-A2KH-01,0.02104,0.03208,0.1052,TCGA-DG-A2KH,0.05277333333333334
TCGA-DG-A2KJ-01,0.0277,0.03109,0.09333,TCGA-DG-A2KJ,0.05070666666666666
TCGA-DG-A2KK-01,0.01763,0.03455,0.08731,TCGA-DG-A2KK,0.046496666666666665
TCGA-DG-A2KL-01,0.02132,0.03329,0.09252,TCGA-DG-A2KL,0.049043333333333335
TCGA-DG-A2KM-01,0.01677,0.03065,0.07555,TCGA-DG-A2KM,0.040990000000000006
TCGA-DR-A0ZL-01,0.02223,0.0226,0.07297,TCGA-DR-A0ZL,0.039266666666666665
TCGA-DR-A0ZM-01,0.03939,0.02655,0.07046,TCGA-DR-A0ZM,0.04546666666666666
TCGA-DS-A0VK-01,0.01894,0.02676,0.06943,TCGA-DS-A0VK,0.03837666666666667
TCGA-DS-A0VL-01,0.01825,0.03853,0.07274,TCGA-DS-A0VL,0.043173333333333334
TCGA-DS-A0VM-01,0.0205,0.02924,0.06687,TCGA-DS-A0VM,0.038869999999999995
TCGA-DS-A0VN-01,0.0215,0.02779,0.05824,TCGA-DS-A0VN,0.03584333333333333
TCGA-DS-A1O9-01,0.1161,0.03992,0.07752,TCGA-DS-A1O9,0.07784666666666666
TCGA-DS-A1OA-01,0.03016,0.04237,0.08278,TCGA-DS-A1OA,0.051770000000000004
TCGA-DS-A1OB-01,0.01843,0.03941,0.08811,TCGA-DS-A1OB,0.04865
TCGA-DS-A1OC-01,0.1053,0.04065,0.05741,TCGA-DS-A1OC,0.06778666666666666
TCGA-DS-A1OD-01,0.03564,0.04075,0.06621,TCGA-DS-A1OD,0.04753333333333334
TCGA-DS-A3LQ-01,0.02218,0.02694,0.05529,TCGA-DS-A3LQ,0.03480333333333333
TCGA-DS-A5RQ-01,0.02358,0.05351,0.05992,TCGA-DS-A5RQ,0.04567000000000001
TCGA-DS-A7WF-01,0.03041,0.6871,0.06393,TCGA-DS-A7WF,0.26048000000000004
TCGA-DS-A7WH-01,0.0258,0.04576,0.06004,TCGA-DS-A7WH,0.043866666666666665
TCGA-DS-A7WI-01,0.03032,0.04197,0.06125,TCGA-DS-A7WI,0.04451333333333333
TCGA-EA-A1QS-01,0.02574,0.0307,0.07559,TCGA-EA-A1QS,0.04401
TCGA-EA-A1QT-01,0.03257,0.03811,0.06482,TCGA-EA-A1QT,0.04516666666666667
TCGA-EA-A3HQ-01,0.01968,0.02995,0.08181,TCGA-EA-A3HQ,0.043813333333333336
TCGA-EA-A3HR-01,0.02312,0.04389,0.07705,TCGA-EA-A3HR,0.04802
TCGA-EA-A3HS-01,0.01914,0.03122,0.07738,TCGA-EA-A3HS,0.04258000000000001
TCGA-EA-A3HT-01,0.02218,0.0301,0.07193,TCGA-EA-A3HT,0.04140333333333333
TCGA-EA-A3HU-01,0.01995,0.03164,0.06457,TCGA-EA-A3HU,0.03872
TCGA-EA-A3QD-01,0.02437,0.03951,0.08514,TCGA-EA-A3QD,0.049673333333333326
TCGA-EA-A3QE-01,0.03049,0.03416,0.09118,TCGA-EA-A3QE,0.051943333333333334
TCGA-EA-A3Y4-01,0.01913,0.0392,0.06913,TCGA-EA-A3Y4,0.042486666666666666
TCGA-EA-A410-01,0.02222,0.5011,0.0632,TCGA-EA-A410,0.1955066666666667
TCGA-EA-A411-01,0.02397,0.0357,0.04079,TCGA-EA-A411,0.033486666666666665
TCGA-EA-A439-01,0.02552,0.2279,0.0573,TCGA-EA-A439,0.10357333333333334
TCGA-EA-A43B-01,0.02615,0.02895,0.02146,TCGA-EA-A43B,0.025519999999999998
TCGA-EA-A44S-01,0.03058,0.02335,0.03812,TCGA-EA-A44S,0.03068333333333333
TCGA-EA-A4BA-01,0.02221,0.6772,0.06463,TCGA-EA-A4BA,0.25467999999999996
TCGA-EA-A50E-01,0.02279,0.02895,0.04566,TCGA-EA-A50E,0.032466666666666665
TCGA-EA-A556-01,0.02047,0.6351,0.07563,TCGA-EA-A556,0.24373333333333333
TCGA-EA-A5FO-01,0.02363,0.7419,0.0711,TCGA-EA-A5FO,0.27887666666666666
TCGA-EA-A5O9-01,0.02081,0.02582,0.09272,TCGA-EA-A5O9,0.04645
TCGA-EA-A5ZD-01,0.03906,0.03176,0.07975,TCGA-EA-A5ZD,0.05018999999999999
TCGA-EA-A5ZE-01,0.02473,0.03283,0.07002,TCGA-EA-A5ZE,0.042526666666666664
TCGA-EA-A5ZF-01,0.02508,0.5128,0.07157,TCGA-EA-A5ZF,0.20315000000000003
TCGA-EA-A6QX-01,0.02452,0.04987,0.04733,TCGA-EA-A6QX,0.04057333333333333
TCGA-EA-A78R-01,0.01829,0.03258,0.0756,TCGA-EA-A78R,0.04215666666666667
TCGA-EA-A97N-01,0.03518,0.02819,0.05474,TCGA-EA-A97N,0.03937
TCGA-EK-A2GZ-01,0.02266,0.037,0.1009,TCGA-EK-A2GZ,0.053520000000000005
TCGA-EK-A2H0-01,0.02164,0.03403,0.1142,TCGA-EK-A2H0,0.05662333333333333
TCGA-EK-A2H1-01,0.01755,0.03808,0.09868,TCGA-EK-A2H1,0.051436666666666665
TCGA-EK-A2IP-01,0.01774,0.02935,0.08778,TCGA-EK-A2IP,0.044956666666666666
TCGA-EK-A2IR-01,0.02119,0.04578,0.09692,TCGA-EK-A2IR,0.054630000000000005
TCGA-EK-A2PG-01,0.02181,0.03642,0.1185,TCGA-EK-A2PG,0.05891
TCGA-EK-A2PI-01,0.02049,0.02878,0.1075,TCGA-EK-A2PI,0.05225666666666667
TCGA-EK-A2PK-01,0.01688,0.02735,0.1056,TCGA-EK-A2PK,0.04994333333333333
TCGA-EK-A2PL-01,0.02999,0.02882,0.1039,TCGA-EK-A2PL,0.054236666666666676
TCGA-EK-A2PM-01,0.02023,0.0374,0.09415,TCGA-EK-A2PM,0.05059333333333333
TCGA-EK-A2R7-01,0.04012,0.03681,0.1068,TCGA-EK-A2R7,0.06124333333333334
TCGA-EK-A2R8-01,0.01336,0.02322,0.1169,TCGA-EK-A2R8,0.051160000000000004
TCGA-EK-A2R9-01,0.0179,0.03286,0.0981,TCGA-EK-A2R9,0.04962
TCGA-EK-A2RA-01,0.01978,0.02734,0.1047,TCGA-EK-A2RA,0.05060666666666667
TCGA-EK-A2RB-01,0.02128,0.0295,0.09765,TCGA-EK-A2RB,0.04947666666666667
TCGA-EK-A2RC-01,0.01756,0.0478,0.1251,TCGA-EK-A2RC,0.06348666666666666
TCGA-EK-A2RD-01,0.0255,0.02988,0.0964,TCGA-EK-A2RD,0.05059333333333333
TCGA-EK-A2RE-01,0.02349,0.0298,0.1018,TCGA-EK-A2RE,0.05169666666666667
TCGA-EK-A2RJ-01,0.02058,0.04431,0.09448,TCGA-EK-A2RJ,0.053123333333333335
TCGA-EK-A2RK-01,0.01833,0.03348,0.08322,TCGA-EK-A2RK,0.04501
TCGA-EK-A2RL-01,0.01861,0.03891,0.11,TCGA-EK-A2RL,0.05584
TCGA-EK-A2RM-01,0.01627,0.03378,0.1021,TCGA-EK-A2RM,0.05071666666666667
TCGA-EK-A2RN-01,0.02234,0.03056,0.05555,TCGA-EK-A2RN,0.03615
TCGA-EK-A2RO-01,0.01654,0.02648,0.09101,TCGA-EK-A2RO,0.04467666666666666
TCGA-EK-A3GJ-01,0.02135,0.04213,0.06134,TCGA-EK-A3GJ,0.041606666666666674
TCGA-EK-A3GK-01,0.02653,0.02864,0.1051,TCGA-EK-A3GK,0.05342333333333333
TCGA-EK-A3GM-01,0.01369,0.02953,0.08607,TCGA-EK-A3GM,0.043096666666666665
TCGA-EK-A3GN-01,0.01556,0.02577,0.06394,TCGA-EK-A3GN,0.03509
TCGA-EX-A1H5-01,0.02085,0.03544,0.09936,TCGA-EX-A1H5,0.05188333333333334
TCGA-EX-A1H6-01,0.03835,0.09455,0.07806,TCGA-EX-A1H6,0.07032
TCGA-EX-A3L1-01,0.02578,0.02659,0.07152,TCGA-EX-A3L1,0.04129666666666667
TCGA-EX-A69L-01,0.02073,0.02959,0.05401,TCGA-EX-A69L,0.03477666666666667
TCGA-EX-A69M-01,0.02319,0.03574,0.06615,TCGA-EX-A69M,0.04169333333333333
TCGA-EX-A8YF-01,0.01605,0.03183,0.04509,TCGA-EX-A8YF,0.03099
TCGA-FU-A23K-01,0.01914,0.05229,0.1047,TCGA-FU-A23K,0.058710000000000005
TCGA-FU-A23L-01,0.02959,0.02267,0.08185,TCGA-FU-A23L,0.04470333333333334
TCGA-FU-A2QG-01,0.01771,0.02999,0.1206,TCGA-FU-A2QG,0.056100000000000004
TCGA-FU-A3EO-01,0.01854,0.4845,0.0707,TCGA-FU-A3EO,0.19124666666666665
TCGA-FU-A3EO-11,0.02129,0.03797,0.08774,TCGA-FU-A3EO,0.048999999999999995
TCGA-FU-A3HY-01,0.02797,0.02892,0.07207,TCGA-FU-A3HY,0.042986666666666666
TCGA-FU-A3HZ-01,0.01944,0.6868,0.08632,TCGA-FU-A3HZ,0.2641866666666666
TCGA-FU-A3NI-01,0.02817,0.0298,0.0652,TCGA-FU-A3NI,0.041056666666666665
TCGA-FU-A3TQ-01,0.02066,0.02744,0.0881,TCGA-FU-A3TQ,0.045399999999999996
TCGA-FU-A3TX-01,0.01668,0.03481,0.08852,TCGA-FU-A3TX,0.046669999999999996
TCGA-FU-A3WB-01,0.02183,0.03673,0.1122,TCGA-FU-A3WB,0.05692
TCGA-FU-A3YQ-01,0.03805,0.02937,0.08581,TCGA-FU-A3YQ,0.051076666666666666
TCGA-FU-A40J-01,0.01373,0.03193,0.03403,TCGA-FU-A40J,0.02656333333333333
TCGA-FU-A57G-01,0.02895,0.5367,0.04143,TCGA-FU-A57G,0.20235999999999998
TCGA-FU-A5XV-01,0.02866,0.02464,0.07577,TCGA-FU-A5XV,0.04302333333333334
TCGA-FU-A770-01,0.01794,0.1379,0.04519,TCGA-FU-A770,0.06701
TCGA-GH-A9DA-01,0.01493,0.02737,0.04235,TCGA-GH-A9DA,0.028216666666666668
TCGA-HG-A2PA-01,0.02375,0.1177,0.09265,TCGA-HG-A2PA,0.07803333333333333
TCGA-HG-A9SC-01,0.02113,0.02738,0.07923,TCGA-HG-A9SC,0.04258
TCGA-HM-A3JJ-01,0.03539,0.03651,0.06549,TCGA-HM-A3JJ,0.04579666666666667
TCGA-HM-A3JJ-11,0.03233,0.03388,0.07501,TCGA-HM-A3JJ,0.04707333333333333
TCGA-HM-A3JK-01,0.02759,0.03524,0.08331,TCGA-HM-A3JK,0.04871333333333333
TCGA-HM-A4S6-01,0.02281,0.02548,0.04156,TCGA-HM-A4S6,0.02995
TCGA-HM-A6W2-01,0.02186,0.3473,0.05287,TCGA-HM-A6W2,0.14067666666666667
TCGA-HM-A6W2-06,0.02189,0.687,0.04935,TCGA-HM-A6W2,0.2527466666666667
TCGA-IR-A3L7-01,0.0206,0.04327,0.08599,TCGA-IR-A3L7,0.04995333333333333
TCGA-IR-A3LA-01,0.03085,0.2014,0.09183,TCGA-IR-A3LA,0.10802666666666666
TCGA-IR-A3LB-01,0.02144,0.4149,0.04549,TCGA-IR-A3LB,0.16061
TCGA-IR-A3LC-01,0.01576,0.03115,0.08726,TCGA-IR-A3LC,0.04472333333333334
TCGA-IR-A3LF-01,0.0232,0.6384,0.09341,TCGA-IR-A3LF,0.25167
TCGA-IR-A3LH-01,0.02133,0.0207,0.07709,TCGA-IR-A3LH,0.03970666666666667
TCGA-IR-A3LI-01,0.02166,0.751,0.07558,TCGA-IR-A3LI,0.28274666666666665
TCGA-IR-A3LK-01,0.01909,0.03005,0.07664,TCGA-IR-A3LK,0.04192666666666667
TCGA-IR-A3LL-01,0.01661,0.02641,0.07138,TCGA-IR-A3LL,0.03813333333333333
TCGA-JW-A5VG-01,0.02538,0.02939,0.06633,TCGA-JW-A5VG,0.04036666666666667
TCGA-JW-A5VH-01,0.02365,0.6872,0.06399,TCGA-JW-A5VH,0.25828
TCGA-JW-A5VI-01,0.02942,0.02904,0.06751,TCGA-JW-A5VI,0.04199
TCGA-JW-A5VJ-01,0.02862,0.0238,0.08341,TCGA-JW-A5VJ,0.045276666666666666
TCGA-JW-A5VK-01,0.02091,0.02301,0.07293,TCGA-JW-A5VK,0.03895
TCGA-JW-A5VL-01,0.02136,0.02353,0.06934,TCGA-JW-A5VL,0.03807666666666667
TCGA-JW-A69B-01,0.01401,0.6533,0.07319,TCGA-JW-A69B,0.24683333333333332
TCGA-JW-A852-01,0.0338,0.04979,0.06424,TCGA-JW-A852,0.04927666666666667
TCGA-JW-AAVH-01,0.0212,0.03244,0.0648,TCGA-JW-AAVH,0.039479999999999994
TCGA-JX-A3PZ-01,0.0214,0.03078,0.08297,TCGA-JX-A3PZ,0.04505
TCGA-JX-A3Q0-01,0.02669,0.03156,0.05491,TCGA-JX-A3Q0,0.03772
TCGA-JX-A3Q8-01,0.01846,0.03088,0.1027,TCGA-JX-A3Q8,0.05068
TCGA-JX-A5QV-01,0.02678,0.02901,0.05775,TCGA-JX-A5QV,0.03784666666666667
TCGA-LP-A4AU-01,0.02354,0.03999,0.08305,TCGA-LP-A4AU,0.048859999999999994
TCGA-LP-A4AV-01,0.02432,0.03058,0.06267,TCGA-LP-A4AV,0.03919
TCGA-LP-A4AW-01,0.02027,0.02636,0.04648,TCGA-LP-A4AW,0.031036666666666667
TCGA-LP-A4AX-01,0.02264,0.0361,0.03608,TCGA-LP-A4AX,0.031606666666666665
TCGA-LP-A5U2-01,0.02219,0.04028,0.06671,TCGA-LP-A5U2,0.04306000000000001
TCGA-LP-A5U3-01,0.02914,0.03104,0.064,TCGA-LP-A5U3,0.04139333333333333
TCGA-LP-A7HU-01,0.02303,0.04828,0.09349,TCGA-LP-A7HU,0.054933333333333334
TCGA-MA-AA3W-01,0.0349,0.03036,0.04007,TCGA-MA-AA3W,0.03511
TCGA-MA-AA3X-01,0.02837,0.02515,0.09621,TCGA-MA-AA3X,0.04991
TCGA-MA-AA3Y-01,0.02295,0.0332,0.03985,TCGA-MA-AA3Y,0.032
TCGA-MA-AA3Z-01,0.02202,0.03284,0.03668,TCGA-MA-AA3Z,0.030513333333333337
TCGA-MA-AA41-01,0.01843,0.02882,0.04271,TCGA-MA-AA41,0.029986666666666665
TCGA-MA-AA42-01,0.0215,0.02821,0.05421,TCGA-MA-AA42,0.03464
TCGA-MA-AA43-01,0.02901,0.05578,0.08422,TCGA-MA-AA43,0.05633666666666667
TCGA-MU-A51Y-01,0.02418,0.02479,0.0678,TCGA-MU-A51Y,0.03892333333333333
TCGA-MU-A5YI-01,0.0224,0.0253,0.05602,TCGA-MU-A5YI,0.03457333333333334
TCGA-MU-A8JM-01,0.02625,0.04249,0.04313,TCGA-MU-A8JM,0.03729
TCGA-MY-A5BD-01,0.0255,0.5324,0.0595,TCGA-MY-A5BD,0.20579999999999998
TCGA-MY-A5BE-01,0.02529,0.03377,0.06387,TCGA-MY-A5BE,0.04097666666666667
TCGA-MY-A5BF-01,0.03061,0.02913,0.05298,TCGA-MY-A5BF,0.037573333333333334
TCGA-MY-A5BF-11,0.02496,0.08909,0.03593,TCGA-MY-A5BF,0.049993333333333334
TCGA-MY-A913-01,0.01845,0.0312,0.03331,TCGA-MY-A913,0.027653333333333335
TCGA-PN-A8MA-01,0.56,0.7512,0.05554,TCGA-PN-A8MA,0.45557999999999993
TCGA-Q1-A5R1-01,0.02729,0.05519,0.06488,TCGA-Q1-A5R1,0.04912
TCGA-Q1-A5R2-01,0.02772,0.02612,0.06544,TCGA-Q1-A5R2,0.03976
TCGA-Q1-A5R3-01,0.02777,0.0238,0.05791,TCGA-Q1-A5R3,0.036493333333333336
TCGA-Q1-A6DT-01,0.02348,0.03311,0.05301,TCGA-Q1-A6DT,0.036533333333333334
TCGA-Q1-A6DV-01,0.01751,0.609,0.07461,TCGA-Q1-A6DV,0.23370666666666665
TCGA-Q1-A6DW-01,0.01537,0.02726,0.0701,TCGA-Q1-A6DW,0.03757666666666667
TCGA-Q1-A73O-01,0.01539,0.03549,0.05852,TCGA-Q1-A73O,0.03646666666666667
TCGA-Q1-A73P-01,0.01598,0.05462,0.06015,TCGA-Q1-A73P,0.043583333333333335
TCGA-Q1-A73Q-01,0.01589,0.02896,0.06011,TCGA-Q1-A73Q,0.034986666666666666
TCGA-Q1-A73R-01,0.02736,0.5079,0.0745,TCGA-Q1-A73R,0.20325333333333337
TCGA-Q1-A73S-01,0.03484,0.0954,0.05566,TCGA-Q1-A73S,0.06196666666666667
TCGA-R2-A69V-01,0.01615,0.04162,0.06458,TCGA-R2-A69V,0.04078333333333333
TCGA-RA-A741-01,0.02391,0.03144,0.06604,TCGA-RA-A741,0.04046333333333333
TCGA-UC-A7PD-01,0.03433,0.05097,0.08193,TCGA-UC-A7PD,0.05574333333333333
TCGA-UC-A7PF-01,0.04011,0.03667,0.05434,TCGA-UC-A7PF,0.04370666666666667
TCGA-UC-A7PG-01,0.02133,0.02319,0.09199,TCGA-UC-A7PG,0.04550333333333333
TCGA-UC-A7PG-06,0.02331,0.02553,0.1171,TCGA-UC-A7PG,0.05531333333333333
TCGA-UC-A7PI-01,0.01928,0.6082,0.09433,TCGA-UC-A7PI,0.2406033333333333
TCGA-VS-A8EB-01,0.02877,0.03675,0.06649,TCGA-VS-A8EB,0.04400333333333333
TCGA-VS-A8EC-01,0.04352,0.04346,0.04906,TCGA-VS-A8EC,0.04534666666666667
TCGA-VS-A8EG-01,0.02651,0.02751,0.0644,TCGA-VS-A8EG,0.03947333333333333
TCGA-VS-A8EH-01,0.03226,0.6245,0.04881,TCGA-VS-A8EH,0.23519
TCGA-VS-A8EI-01,0.03041,0.0307,0.06993,TCGA-VS-A8EI,0.04368
TCGA-VS-A8EJ-01,0.03625,0.7679,0.05195,TCGA-VS-A8EJ,0.2853666666666667
TCGA-VS-A8EK-01,0.02163,0.0281,0.04483,TCGA-VS-A8EK,0.03152
TCGA-VS-A8EL-01,0.01233,0.02536,0.05082,TCGA-VS-A8EL,0.029503333333333336
TCGA-VS-A8Q8-01,0.01369,0.02837,0.02789,TCGA-VS-A8Q8,0.023316666666666666
TCGA-VS-A8Q9-01,0.02288,0.02834,0.03301,TCGA-VS-A8Q9,0.028076666666666666
TCGA-VS-A8QA-01,0.01761,0.688,0.04083,TCGA-VS-A8QA,0.24881333333333333
TCGA-VS-A8QC-01,0.01643,0.02512,0.02621,TCGA-VS-A8QC,0.022586666666666668
TCGA-VS-A8QF-01,0.01716,0.03151,0.05459,TCGA-VS-A8QF,0.03442
TCGA-VS-A8QH-01,0.02185,0.02417,0.04289,TCGA-VS-A8QH,0.02963666666666667
TCGA-VS-A8QM-01,0.02338,0.02799,0.05064,TCGA-VS-A8QM,0.03400333333333333
TCGA-VS-A94W-01,0.01754,0.03841,0.06172,TCGA-VS-A94W,0.03922333333333333
TCGA-VS-A94X-01,0.02297,0.09918,0.04729,TCGA-VS-A94X,0.05648
TCGA-VS-A94Y-01,0.02155,0.02429,0.03539,TCGA-VS-A94Y,0.027076666666666666
TCGA-VS-A94Z-01,0.01873,0.02044,0.044,TCGA-VS-A94Z,0.027723333333333332
TCGA-VS-A950-01,0.02155,0.04937,0.1188,TCGA-VS-A950,0.06324
TCGA-VS-A952-01,0.01563,0.501,0.03972,TCGA-VS-A952,0.18545
TCGA-VS-A953-01,0.01987,0.02091,0.03982,TCGA-VS-A953,0.026866666666666667
TCGA-VS-A954-01,0.01848,0.0274,0.03411,TCGA-VS-A954,0.026663333333333334
TCGA-VS-A957-01,0.02047,0.02373,0.07427,TCGA-VS-A957,0.039490000000000004
TCGA-VS-A958-01,0.02094,0.01921,0.09543,TCGA-VS-A958,0.045193333333333335
TCGA-VS-A959-01,0.02856,0.4041,0.0956,TCGA-VS-A959,0.17608666666666664
TCGA-VS-A9U5-01,0.02433,0.03495,0.07587,TCGA-VS-A9U5,0.04505
TCGA-VS-A9U6-01,0.02639,0.02723,0.09984,TCGA-VS-A9U6,0.05115333333333333
TCGA-VS-A9U7-01,0.01701,0.02978,0.1059,TCGA-VS-A9U7,0.050896666666666666
TCGA-VS-A9UA-01,0.01964,0.02336,0.06247,TCGA-VS-A9UA,0.03515666666666666
TCGA-VS-A9UB-01,0.02288,0.03315,0.09247,TCGA-VS-A9UB,0.049499999999999995
TCGA-VS-A9UC-01,0.02032,0.03163,0.09194,TCGA-VS-A9UC,0.04796333333333333
TCGA-VS-A9UD-01,0.02601,0.02679,0.09424,TCGA-VS-A9UD,0.04901333333333333
TCGA-VS-A9UH-01,0.02979,0.03133,0.08346,TCGA-VS-A9UH,0.04819333333333333
TCGA-VS-A9UI-01,0.02872,0.03078,0.09226,TCGA-VS-A9UI,0.05058666666666667
TCGA-VS-A9UJ-01,0.0247,0.5994,0.1265,TCGA-VS-A9UJ,0.25020000000000003
TCGA-VS-A9UL-01,0.0204,0.7438,0.1419,TCGA-VS-A9UL,0.3020333333333333
TCGA-VS-A9UM-01,0.02181,0.02819,0.09544,TCGA-VS-A9UM,0.04848
TCGA-VS-A9UO-01,0.02396,0.02972,0.07411,TCGA-VS-A9UO,0.042596666666666665
TCGA-VS-A9UP-01,0.02959,0.03597,0.09153,TCGA-VS-A9UP,0.05236333333333334
TCGA-VS-A9UQ-01,0.01917,0.03506,0.0991,TCGA-VS-A9UQ,0.051109999999999996
TCGA-VS-A9UR-01,0.02926,0.6084,0.09881,TCGA-VS-A9UR,0.24548999999999999
TCGA-VS-A9UT-01,0.02392,0.4301,0.1018,TCGA-VS-A9UT,0.18527333333333332
TCGA-VS-A9UU-01,0.02803,0.03737,0.1057,TCGA-VS-A9UU,0.05703333333333333
TCGA-VS-A9UV-01,0.02187,0.03161,0.1007,TCGA-VS-A9UV,0.051393333333333326
TCGA-VS-A9UY-01,0.01935,0.02787,0.09849,TCGA-VS-A9UY,0.04857
TCGA-VS-A9UZ-01,0.02236,0.525,0.07082,TCGA-VS-A9UZ,0.20606000000000002
TCGA-VS-A9V0-01,0.0207,0.4477,0.09339,TCGA-VS-A9V0,0.18726333333333334
TCGA-VS-A9V1-01,0.02425,0.02636,0.09089,TCGA-VS-A9V1,0.04716666666666667
TCGA-VS-A9V2-01,0.01993,0.07025,0.1174,TCGA-VS-A9V2,0.06919333333333334
TCGA-VS-A9V3-01,0.01959,0.03038,0.08527,TCGA-VS-A9V3,0.04508
TCGA-VS-A9V4-01,0.02365,0.4278,0.104,TCGA-VS-A9V4,0.18515
